linetype,characterID,characterName,transactTime,transactionID,transactionType,stationID,stationName,clientID,clientName,typeID,typeName,quantity,price,transactionFor
TRADE,90192277,Gynax Gallenor,2012-03-23 02:21:52,2451166891,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90895905,Joetron Bot,11105,Magnetic Vortex Stabilizer I,3,695001.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 03:16:21,2451194827,buy,60015016,Trossere VII - Moon 3 - University of Caille,91802309,Charcoal Grill,20,Kernite,142,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 03:53:51,2451212744,buy,60015016,Trossere VII - Moon 3 - University of Caille,90305669,Aristides Aticas,20,Kernite,196,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 05:32:34,2451262002,buy,60015016,Trossere VII - Moon 3 - University of Caille,91800861,Piksel Maloi,20,Kernite,50,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 07:33:43,2451314489,buy,60015016,Trossere VII - Moon 3 - University of Caille,91798970,OnyxD,20,Kernite,227,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 08:31:27,2451340917,buy,60015016,Trossere VII - Moon 3 - University of Caille,91799812,Morticia Nardieux,20,Kernite,228,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 10:06:39,2451385264,buy,60015016,Trossere VII - Moon 3 - University of Caille,91782846,Zurran Athos,20,Kernite,281,117.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 13:03:32,2451454263,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,91200184,Blohm,5839,Internal Force Field Array I,1,13305082.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 14:06:11,2451493506,buy,60015016,Trossere VII - Moon 3 - University of Caille,91797325,Vector Calahan,20,Kernite,6,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 16:23:31,2451590243,buy,60015016,Trossere VII - Moon 3 - University of Caille,91784207,Sonya Buelle,20,Kernite,84,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 16:54:46,2451613837,buy,60015016,Trossere VII - Moon 3 - University of Caille,91793528,ill murray,20,Kernite,228,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 16:57:39,2451615991,buy,60015016,Trossere VII - Moon 3 - University of Caille,91787734,Zip Estemaire,20,Kernite,56,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 17:06:18,2451622709,buy,60015016,Trossere VII - Moon 3 - University of Caille,91794110,Dermoth Nefferi,20,Kernite,44,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 18:32:57,2451690105,buy,60015016,Trossere VII - Moon 3 - University of Caille,91784324,Setty Darkwater,20,Kernite,152,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 21:17:17,2451831365,buy,60011851,Fricoure VIII - Moon 2 - Federation Navy Assembly Plant,90552014,Seratis Visht,20,Kernite,199,135.00,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 22:03:38,2451871163,buy,60015016,Trossere VII - Moon 3 - University of Caille,91772574,Karo Ling,20,Kernite,165,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 22:18:48,2451883921,buy,60015016,Trossere VII - Moon 3 - University of Caille,1986782636,Lyagushka,20,Kernite,178,118.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 22:21:01,2451885824,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1592886877,Steinkeks,5839,Internal Force Field Array I,1,16392829.08,personal
TRADE,90192277,Gynax Gallenor,2012-03-23 22:24:26,2451888524,buy,60015016,Trossere VII - Moon 3 - University of Caille,431111123,Inceptus,20,Kernite,10,118.08,personal
