linetype,characterID,characterName,transactTime,transactionID,transactionType,stationID,stationName,clientID,clientName,typeID,typeName,quantity,price,transactionFor
TRADE,90192277,Gynax Gallenor,2011-06-15 17:24:00,1848818076,buy,60012061,Azer VI - Moon 3 - Federation Customs Assembly Plant,460452699,Tedral,17471,Dense Veldspar,155,6.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 18:27:00,1848883690,buy,60011737,Oursulaert VII - Moon 1 - Federation Navy Testing Facilities,90731003,Beo Atreides,34,Tritanium,6672,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 18:29:00,1848885446,buy,60010222,Jaschercis IV - Moon 2 - CreoDron Factory,90693633,Krakan Ambramotte,17471,Dense Veldspar,277,6.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 18:35:00,1848892844,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1989971607,Misthos,12487,Caldari Drone Specialization,1,2000002.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 18:46:00,1848904796,buy,60014554,Groothese XI - Moon 11 - X-Sense Chemical Storage,1660751384,sharkyy,39,Zydrine,8,810.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 18:53:00,1848913395,buy,60009655,Oursulaert II - Astral Mining Inc. Mining Outpost,90861057,Akimbo Annihilato,34,Tritanium,1,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:00:00,1848921074,buy,60011794,Egghelende VII - Moon 20 - Federation Navy Assembly Plant,90822250,Mal Charante,37,Isogen,18,59.13,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:07:00,1848929163,buy,60010222,Jaschercis IV - Moon 2 - CreoDron Factory,90693633,Krakan Ambramotte,17471,Dense Veldspar,92,6.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:12:00,1848936033,buy,60005230,Adrel IV - Moon 9 - Republic Security Services Logistic Support,90855217,Skynet Cyborg Saitek,34,Tritanium,14384,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:37:00,1848965328,buy,60011920,Oursulaert VII - Moon 4 - Federal Intelligence Office Testing Facilities,639611101,Ujosu,34,Tritanium,662,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:45:00,1848973799,buy,60011920,Oursulaert VII - Moon 4 - Federal Intelligence Office Testing Facilities,1978219289,Night Falls,34,Tritanium,474415,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 19:46:00,1848974938,buy,60010222,Jaschercis IV - Moon 2 - CreoDron Factory,90838415,Robert99 TAUBER,17471,Dense Veldspar,291,6.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:00:00,1848990791,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,949036175,FRAEW Cyborg,20412,Datacore - Plasma Physics,50,123947.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:13:00,1849006078,buy,60003526,Avele VI - Moon 15 - Caldari Business Tribunal,801917817,Friedward Janus,39,Zydrine,4,810.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:15:00,1849009176,buy,60009859,Vaurent II - Quafe Company Factory,90787836,Anna Harem,39,Zydrine,138,810.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:30:00,1849025055,buy,60003265,Oursulaert I - Modern Finances Vault,90127188,xKeiferx,34,Tritanium,70983,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:31:00,1849026322,buy,60003265,Oursulaert I - Modern Finances Vault,2040766127,Sir Rubby,34,Tritanium,1,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 20:51:00,1849038093,buy,60009856,Ardallabier VII - Moon 3 - Quafe Company Warehouse,90669921,Lanthis Saken,39,Zydrine,2,810.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:03:00,1849043723,buy,60005230,Adrel IV - Moon 9 - Republic Security Services Logistic Support,90855217,Skynet Cyborg Saitek,34,Tritanium,43059,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:12:00,1849048170,buy,60015016,Trossere VII - Moon 3 - University of Caille School,90635905,Danea Aurilen,20,Kernite,1,127.54,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:19:00,1849052032,buy,60005230,Adrel IV - Moon 9 - Republic Security Services Logistic Support,90747211,Memnoch Patrouette,34,Tritanium,19070,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:35:00,1849062406,buy,60010924,Fricoure VIII - Moon 3 - Duvolle Laboratories Factory,90210626,jackk O'neil,25603,Melted Capacitor Console,1,33001.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:38:00,1849064874,buy,60011737,Oursulaert VII - Moon 1 - Federation Navy Testing Facilities,90811690,Pythagoras Rooglas,34,Tritanium,22433,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:39:00,1849065313,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,874414394,Yogmoss,31360,Medium Ancillary Current Router I,1,4001911.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:40:00,1849066587,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1535809785,Reyho,16236,Coercer,1,550501.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:42:00,1849068394,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1535809785,Reyho,22542,Mining Laser Upgrade I,2,5141.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:46:00,1849071129,buy,60011929,Aufay V - Moon 1 - Federal Intelligence Office Testing Facilities,90735524,Neil Crannogs,25601,Fried Interface Circuit,13,751.03,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:47:00,1849071979,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90008254,Brad0295,22993,Federation Navy Antimatter Charge L,9964,732.04,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:48:00,1849073013,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1640068162,AstonHodge,2185,Hammerhead II,1,519916.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:51:00,1849075720,buy,60010351,Jel I - Roden Shipyards Warehouse,90851762,Taylla Triget,25603,Melted Capacitor Console,1,33001.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:52:00,1849076638,buy,60011917,Oursulaert VII - Moon 2 - Federal Intelligence Office Testing Facilities,90717007,Armand Delucerne,34,Tritanium,44,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:53:00,1849076825,buy,60011737,Oursulaert VII - Moon 1 - Federation Navy Testing Facilities,90731003,Beo Atreides,34,Tritanium,15702,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:58:00,1849081267,buy,60011854,Mirilene IV - Moon 1 - Federation Navy Logistic Support,226737892,Astartea,25603,Melted Capacitor Console,60,33001.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 21:59:00,1849082250,buy,60005194,Bawilan V - Republic Security Services Assembly Plant,1566991814,Speedfighter01,24268,Supply Chain Management,1,3000020.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:01:00,1849084606,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,827095348,How Much,37,Isogen,4022,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:04:00,1849086829,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1379870956,TheHammerHam,37,Isogen,2961,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:06:00,1849088201,buy,60003553,Pozirblant VI - Caldari Business Tribunal,90152675,kornach,38,Nocxium,1,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:10:00,1849091454,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1135860195,Sten Marsalle,37,Isogen,22415,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:12:00,1849093547,buy,60011923,Grinacanne I - Federal Intelligence Office Assembly Plant,90174624,Dirk Skywalker,25601,Fried Interface Circuit,9,751.03,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:13:00,1849093976,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90698576,Akako Starwind,37,Isogen,108,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:15:00,1849096187,buy,60011917,Oursulaert VII - Moon 2 - Federal Intelligence Office Testing Facilities,90717007,Armand Delucerne,34,Tritanium,20,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:16:00,1849097209,buy,60011794,Egghelende VII - Moon 20 - Federation Navy Assembly Plant,90700342,Jimbob Crackerjack,25603,Melted Capacitor Console,1,33001.01,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:24:00,1849104131,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90403642,ottepa,37,Isogen,714,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:27:00,1849106118,buy,60011131,Alillere IV - Aliastra Retail Center,90820614,Winnebagel Perkins,38,Nocxium,1,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:30:00,1849108633,buy,60011923,Grinacanne I - Federal Intelligence Office Assembly Plant,1649108384,Sonche,38,Nocxium,9,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:31:00,1849109863,buy,60003262,Oursulaert VIII - Modern Finances Vault,90127188,xKeiferx,34,Tritanium,15513,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:33:00,1849110977,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,5,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:34:00,1849112007,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90556938,Hikari Carya,37,Isogen,5,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:37:00,1849114896,buy,60011797,Jel VIII - Moon 20 - Federation Navy Assembly Plant,1438380538,Karaac,38,Nocxium,4,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:39:00,1849116253,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,2,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:40:00,1849117390,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,12,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:41:00,1849117790,buy,60011131,Alillere IV - Aliastra Retail Center,90839858,Tesche Huren,38,Nocxium,100,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:45:00,1849121637,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,175248125,Zaqe,37,Isogen,24541,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:46:00,1849122767,buy,60005230,Adrel IV - Moon 9 - Republic Security Services Logistic Support,1362641078,MaxionAurelius,34,Tritanium,5606,2.60,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:47:00,1849123831,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,50,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:49:00,1849125025,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90644061,Saronta Rubi,37,Isogen,1,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:50:00,1849125813,buy,60011923,Grinacanne I - Federal Intelligence Office Assembly Plant,1649108384,Sonche,38,Nocxium,4,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:51:00,1849127344,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,2,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 22:59:00,1849133731,buy,60011737,Oursulaert VII - Moon 1 - Federation Navy Testing Facilities,90731003,Beo Atreides,34,Tritanium,2361,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:00:00,1849134489,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90644061,Saronta Rubi,37,Isogen,27,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:07:00,1849140552,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90637884,Taki Crendraven,37,Isogen,8607,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:10:00,1849142620,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90736694,Alysa Vanprice,37,Isogen,18,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:11:00,1849143308,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90173708,Marti Zesu,37,Isogen,182,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:12:00,1849144827,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,113470852,Doddie,37,Isogen,184,62.27,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:14:00,1849146142,buy,60011140,Aymaerne VI - Moon 10 - Aliastra Warehouse,90862665,Anaide Aideron,38,Nocxium,11,378.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-15 23:20:00,1849151400,buy,60012043,Foves VII - Moon 10 - Federation Customs Assembly Plant,156277203,Cal Hamilton,38,Nocxium,20,378.02,personal
