linetype,characterID,characterName,transactTime,transactionID,transactionType,stationID,stationName,clientID,clientName,typeID,typeName,quantity,price,transactionFor
TRADE,90192277,Gynax Gallenor,2012-01-12 14:55:12,2383926095,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,577727917,simon s,11325,1600mm Reinforced Rolled Tungsten Plates I,1,1430000.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 14:56:58,2383927265,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,577727917,simon s,11325,1600mm Reinforced Rolled Tungsten Plates I,1,1430000.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 16:59:40,2384009159,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,751663889,MT92,11325,1600mm Reinforced Rolled Tungsten Plates I,1,1828987.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 17:04:24,2384012518,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90103831,DamianMD,11325,1600mm Reinforced Rolled Tungsten Plates I,1,1600000.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 17:05:24,2384013171,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1716713419,Jacob William,30836,Salvager II,1,1010930.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 17:09:45,2384016523,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,998018739,Commander Razama,30836,Salvager II,1,1010930.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 17:29:03,2384030960,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1399916568,yendis kram,30836,Salvager II,5,1010930.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 17:45:38,2384044212,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,713133384,TRSloane,20353,1600mm Reinforced Steel Plates II,2,1070003.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 18:01:58,2384057339,sell,60005791,Adrallezoen VI - Moon 1 - Freedom Extension Storage,91492102,Rob Recon,650,Iteron,1,350000.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 18:39:36,2384087435,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,324235621,asvoel,2185,Hammerhead II,3,535000.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 18:58:25,2384102975,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1716713419,Jacob William,30836,Salvager II,3,1010930.70,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 20:07:06,2384161443,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,90690599,Hara55ment Panda,20353,1600mm Reinforced Steel Plates II,1,1070003.08,personal
TRADE,90192277,Gynax Gallenor,2012-01-12 20:08:11,2384162371,sell,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1098869527,Melcairwen Taldir,22611,Elara Mining Laser Upgrade,1,21497999.08,personal
