linetype,characterID,characterName,transactTime,transactionID,transactionType,stationID,stationName,clientID,clientName,typeID,typeName,quantity,price,transactionFor
TRADE,90192277,Gynax Gallenor,2011-02-17 22:55:00,1724380521,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,968423824,Kali Ignus,20412,Datacore - Plasma Physics,9,125000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-17 23:25:00,1724409898,sell,60010894,Trosquesere V - Moon 10 - Duvolle Laboratories Factory,965574173,IRENE 2011,17455,Azure Plagioclase,21729,29.90,personal
TRADE,90192277,Gynax Gallenor,2011-02-17 23:27:00,1724411939,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,1204217354,Professor Wilbert,1230,Veldspar,2000,10.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-17 23:36:00,1724420746,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,570618715,Arnaud Requin,1319,Expanded Cargohold II,1,475000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-17 23:42:00,1724426692,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,1548047042,AbarneyA,2032,Cap Recharger II,2,845000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:13:00,1724455789,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,90367160,Eve Etan,2032,Cap Recharger II,2,845000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:15:00,1724457508,sell,60010894,Trosquesere V - Moon 10 - Duvolle Laboratories Factory,965574173,IRENE 2011,17455,Azure Plagioclase,6276,29.90,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:26:00,1724467013,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,1201758848,JaanuRaja,1230,Veldspar,4800,7.13,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:38:00,1724477136,sell,60011740,Oursulaert III - Federation Navy Testing Facilities,90271369,Jediguy,634,Exequror,1,3390000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:40:00,1724479530,buy,60012010,Renyn IX - Federation Customs Assembly Plant,979392583,wiggum101,5489,Local Hull Conversion Expanded Cargo I,1,560000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:41:00,1724479791,sell,60014539,Charmerout IX - Moon 3 - X-Sense Chemical Refinery,90434151,Ronan de'Arnise,650,Iteron,1,210000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 00:51:00,1724488499,buy,60011740,Oursulaert III - Federation Navy Testing Facilities,90420076,Faust Wittman,226,Lead Charge M,100,17.31,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 01:51:00,1724535067,buy,60011740,Oursulaert III - Federation Navy Testing Facilities,1028451620,Biobrb,1319,Expanded Cargohold II,3,390000.17,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 01:52:00,1724535985,sell,60011734,Algogille XIII - Federation Navy Testing Facilities,937333501,Tapper Jackson,17463,Condensed Scordite,9204,12.50,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 01:53:00,1724536351,sell,60011734,Algogille XIII - Federation Navy Testing Facilities,937333501,Tapper Jackson,17471,Dense Veldspar,46820,8.42,personal
TRADE,90192277,Gynax Gallenor,2011-02-18 02:10:00,1724549235,sell,60010909,Oursulaert VII - Moon 3 - Duvolle Laboratories Research Center,90404659,Azalian Nomiss,1230,Veldspar,676,10.17,personal
